MONTH,ACCIDENT_DATE,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,HIT_RUN_FLAG,LIGHT_CONDITION,SEVERITY,SPEED_ZONE,RUN_OFFROAD,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,DRIVER,MOTORIST,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,STAT_DIV_NAME,MONTH,MONTH_COUNT,MONTH_ALC,MONTH_NALC,DAY,DAY_COUNT
2019/02,2019/02/15 00:00:00+00,Yes,Struck Pedestrian,Friday,No,Day,Serious injury accident,40 km/hr,No,144.9701937,-37.83269756,Intersection,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,2,1,0,1,0,1,2,0,0,1,0,0,0,0,1,No,0,1,0,1,0,0,Metro,,,,,,
2019/02,2019/02/15 00:00:00+00,Yes,Collision with vehicle,Friday,No,Dark Street lights on,Serious injury accident,60 km/hr,No,145.0061554,-37.72608744,Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2,1,0,1,0,1,1,1,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/02,2019/02/16 00:00:00+00,Yes,Fall from or in moving vehicle,Saturday,No,Day,Serious injury accident,Camping grounds or off road,No,146.230375,-37.23691921,Off Road,MANSFIELD,NORTH EASTERN REGION,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,Country,,,,,,
2019/02,2019/02/16 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Day,Serious injury accident,100 km/hr,No,145.6528558,-37.94684758,Non-Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,2,2,0,2,0,0,2,0,0,0,2,0,0,0,0,No,0,2,0,0,2,0,Metro,,,,,,
2019/02,2019/02/16 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Dusk/Dawn,Other injury accident,60 km/hr,No,143.8474838,-37.5609412,Intersection,BALLARAT,WESTERN REGION,2,1,0,0,1,1,2,0,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Country,,,,,,
2019/02,2019/02/16 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Day,Other injury accident,Camping grounds or off road,No,144.1514922,-38.36207387,Off Road,SURF COAST,SOUTH WESTERN REGION,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,No,0,2,0,0,1,0,Country,,,,,,
2019/02,2019/02/16 00:00:00+00,Yes,Collision with a fixed object,Saturday,No,Dark Street lights on,Serious injury accident,100 km/hr,Yes,144.8886112,-37.70055946,Off Road,HUME,METROPOLITAN NORTH WEST REGION,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Metro,,,,,,
2019/02,2019/02/16 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Day,Other injury accident,60 km/hr,No,145.0585147,-37.74319073,Intersection,BANYULE,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,0,2,0,2,0,0,0,1,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/02,2019/02/16 00:00:00+00,No,Collision with vehicle,Saturday,No,Day,Other injury accident,60 km/hr,No,142.1509824,-34.17827595,Intersection,MILDURA,WESTERN REGION,2,1,0,0,1,1,1,1,1,1,0,0,0,1,0,No,0,2,0,1,0,0,Country,,,,,,
2019/02,2019/02/16 00:00:00+00,No,Collision with vehicle,Friday,No,Day,Other injury accident,40 km/hr,No,144.7603728,-36.1335851,Intersection,CAMPASPE,NORTHERN REGION,3,1,0,0,1,2,1,2,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Country,,,,,,
2019/02,2019/02/16 00:00:00+00,No,Collision with vehicle,Friday,Yes,Day,Other injury accident,40 km/hr,No,144.9151756,-37.68765869,Intersection,HUME,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,0,1,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/02,2019/02/16 00:00:00+00,Yes,Collision with a fixed object,Saturday,No,Day,Other injury accident,Not known,No,145.0954755,-37.79080583,Off Road,BOROONDARA,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,No,0,1,0,1,0,0,Metro,,,,,,
2019/02,2019/02/16 00:00:00+00,Yes,Vehicle overturned (no collision),Saturday,No,Dark No street lights,Other injury accident,50 km/hr,No,145.0359631,-37.41235193,Non-Intersection,MITCHELL,NORTHERN REGION,2,1,0,0,1,1,0,1,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Country,,,,,,
2019/02,2019/02/16 00:00:00+00,No,Collision with vehicle,Saturday,No,Day,Other injury accident,50 km/hr,No,144.2827392,-36.76349989,Intersection,BENDIGO,NORTHERN REGION,3,1,0,0,1,2,2,1,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Country,,,,,,
2019/02,2019/02/16 00:00:00+00,No,Collision with vehicle,Saturday,No,Day,Other injury accident,60 km/hr,No,144.9922316,-37.87620457,Intersection,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,0,2,0,0,0,0,0,No,0,2,0,1,0,0,Metro,,,,,,
2019/02,2019/02/16 00:00:00+00,No,Struck Pedestrian,Saturday,No,Day,Other injury accident,Not known,No,145.083518,-37.8125907,Off Road,BOROONDARA,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,2,0,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Metro,,,,,,
2019/02,2019/02/16 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Day,Other injury accident,50 km/hr,No,142.1843201,-34.31062996,Non-Intersection,MILDURA,WESTERN REGION,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,Yes,0,5,0,3,0,0,Country,,,,,,
2019/02,2019/02/16 00:00:00+00,No,Collision with vehicle,Saturday,No,Day,Other injury accident,60 km/hr,No,145.2906724,-37.79520921,Intersection,MAROONDAH,METROPOLITAN SOUTH EAST REGION,3,1,0,0,1,2,2,1,0,2,0,0,0,0,1,No,0,2,0,2,0,0,Metro,,,,,,
2019/02,2019/02/16 00:00:00+00,Yes,Collision with a fixed object,Saturday,No,Day,Serious injury accident,80 km/hr,Yes,143.8706681,-37.09284871,Non-Intersection,CENTRAL GOLDFIELDS,WESTERN REGION,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,Country,,,,,,
2019/02,2019/02/16 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Dark Street lights on,Other injury accident,80 km/hr,No,145.2540498,-37.79775517,Intersection,MAROONDAH,METROPOLITAN SOUTH EAST REGION,3,2,0,0,2,1,3,0,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/02,2019/02/16 00:00:00+00,Yes,Collision with a fixed object,Saturday,No,Dark Street lights on,Serious injury accident,50 km/hr,Yes,144.6194921,-37.8859025,Non-Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,2,2,0,2,0,0,1,1,0,1,0,0,0,0,1,Yes,0,1,0,1,0,0,Metro,,,,,,
2019/02,2019/02/16 00:00:00+00,Yes,collision with some other object,Saturday,No,Dark Street lights on,Serious injury accident,60 km/hr,No,145.2392733,-38.07791927,Non-Intersection,FRANKSTON,METROPOLITAN SOUTH EAST REGION,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,Metro,,,,,,
2019/02,2019/02/16 00:00:00+00,No,Collision with vehicle,Friday,No,Day,Other injury accident,Not known,No,144.9951077,-37.87527644,Non-Intersection,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/02,2019/02/16 00:00:00+00,Yes,Collision with vehicle,Friday,No,Dark Street lights on,Serious injury accident,50 km/hr,No,144.9658518,-37.80698108,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,3,1,0,1,0,2,2,1,0,2,0,0,0,0,1,No,0,2,0,2,0,0,Metro,,,,,,
2019/02,2019/02/16 00:00:00+00,Yes,Collision with a fixed object,Saturday,No,Dark No street lights,Other injury accident,60 km/hr,Yes,145.3675248,-37.86172017,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Metro,,,,,,
2019/02,2019/02/16 00:00:00+00,No,Vehicle overturned (no collision),Saturday,No,Unk.,Other injury accident,Not known,No,145.3154021,-37.56222825,Non-Intersection,NILLUMBIK,METROPOLITAN NORTH WEST REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,Metro,,,,,,
2019/02,2019/02/16 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Day,Serious injury accident,60 km/hr,No,145.1185905,-37.82835696,Intersection,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,2,1,0,1,0,1,1,1,1,1,0,0,0,0,0,No,0,2,0,1,0,0,Metro,,,,,,
2019/02,2019/02/16 00:00:00+00,Yes,Struck Pedestrian,Saturday,No,Day,Other injury accident,50 km/hr,No,143.733226,-37.039981,Non-Intersection,CENTRAL GOLDFIELDS,WESTERN REGION,2,1,0,0,1,1,1,1,0,1,0,0,1,0,0,No,0,1,0,1,0,0,Country,,,,,,
2019/02,2019/02/16 00:00:00+00,No,Collision with vehicle,Saturday,No,Day,Other injury accident,60 km/hr,No,146.8961953,-36.1196524,Intersection,WODONGA,NORTH EASTERN REGION,8,7,0,0,7,1,2,6,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Country,,,,,,
2019/02,2019/02/16 00:00:00+00,Yes,Struck Pedestrian,Saturday,No,Dusk/Dawn,Other injury accident,40 km/hr,No,144.9534335,-37.8175828,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,3,1,0,0,1,2,2,1,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Metro,,,,,,
2019/02,2019/02/16 00:00:00+00,Yes,Collision with a fixed object,Saturday,Yes,Dark Street lights on,Serious injury accident,60 km/hr,Yes,146.8751169,-36.14678864,Intersection,WODONGA,NORTH EASTERN REGION,3,1,0,1,0,2,3,0,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Country,,,,,,
2019/02,2019/02/16 00:00:00+00,No,Collision with a fixed object,Saturday,No,Day,Serious injury accident,40 km/hr,Yes,144.979251,-37.76278845,Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,Metro,,,,,,
2019/02,2019/02/16 00:00:00+00,No,Collision with vehicle,Friday,No,Day,Other injury accident,50 km/hr,No,145.1168426,-37.69710887,Intersection,BANYULE,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,1,1,0,0,0,0,0,No,0,2,0,1,0,0,Metro,,,,,,
2019/02,2019/02/16 00:00:00+00,No,Vehicle overturned (no collision),Saturday,No,Day,Other injury accident,60 km/hr,Yes,144.7010357,-37.74740631,Non-Intersection,MELTON,METROPOLITAN NORTH WEST REGION,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,No,0,1,1,0,0,0,Metro,,,,,,
2019/02,2019/02/16 00:00:00+00,No,Collision with vehicle,Saturday,No,Day,Other injury accident,Camping grounds or off road,No,145.0273847,-37.76182388,Off Road,DAREBIN,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,1,0,1,0,0,0,0,No,0,2,0,0,1,0,Metro,,,,,,
2019/02,2019/02/16 00:00:00+00,Yes,collision with some other object,Saturday,No,Day,Serious injury accident,100 km/hr,No,145.3768642,-37.29664378,Non-Intersection,MURRINDINDI,NORTH EASTERN REGION,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,Country,,,,,,
2019/02,2019/02/16 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Day,Serious injury accident,60 km/hr,No,144.7656709,-37.69932806,Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,2,2,0,1,1,0,1,1,1,1,0,0,1,0,0,No,0,2,0,1,0,0,Metro,,,,,,
2019/02,2019/02/16 00:00:00+00,Yes,Struck Pedestrian,Saturday,No,Dark No street lights,Fatal accident,80 km/hr,No,146.4927469,-38.20948493,Intersection,LATROBE,EASTERN REGION,3,2,1,0,1,1,3,0,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Country,,,,,,
2019/02,2019/02/16 00:00:00+00,No,Collision with vehicle,Saturday,No,Day,Serious injury accident,100 km/hr,No,145.6837996,-38.55089222,Non-Intersection,BASS COAST,EASTERN REGION,2,1,0,1,0,1,2,0,0,0,2,0,0,0,0,No,0,2,0,0,2,0,Country,,,,,,
2019/02,2019/02/16 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Day,Serious injury accident,50 km/hr,No,144.9186709,-37.61961754,Intersection,HUME,METROPOLITAN NORTH WEST REGION,2,1,0,1,0,1,1,1,0,2,0,0,0,0,1,No,0,2,0,2,0,0,Metro,,,,,,
2019/02,2019/02/16 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Dark Street lights on,Other injury accident,80 km/hr,No,145.2460284,-38.03539893,Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,4,1,0,0,1,3,3,1,0,3,0,0,0,0,1,No,0,3,0,3,0,0,Metro,,,,,,
2019/02,2019/02/16 00:00:00+00,Yes,Vehicle overturned (no collision),Saturday,No,Day,Serious injury accident,80 km/hr,Yes,146.4396162,-37.95347751,Non-Intersection,BAW BAW,EASTERN REGION,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,Country,,,,,,
2019/02,2019/02/16 00:00:00+00,Yes,Struck Pedestrian,Saturday,No,Day,Serious injury accident,40 km/hr,No,144.9652877,-37.83044683,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,3,1,0,1,0,2,1,2,0,1,0,0,1,0,0,No,0,1,0,1,0,0,Metro,,,,,,
2019/02,2019/02/16 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Day,Other injury accident,Not known,No,144.9521715,-37.84420781,Non-Intersection,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,0,1,1,0,0,0,0,No,0,2,0,1,1,0,Metro,,,,,,
2019/02,2019/02/17 00:00:00+00,No,Collision with vehicle,,No,Dark Street lights on,Other injury accident,50 km/hr,No,144.9340329,-37.63643854,Non-Intersection,HUME,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,0,1,1,0,0,0,1,No,0,2,0,1,1,0,Metro,,,,,,
2019/02,2019/02/17 00:00:00+00,No,Collision with vehicle,Sunday,No,Day,Serious injury accident,60 km/hr,No,145.2271592,-37.82977244,Non-Intersection,MAROONDAH,METROPOLITAN SOUTH EAST REGION,4,3,0,1,2,1,4,0,0,2,0,0,0,0,1,No,0,2,0,2,0,0,Metro,,,,,,
2019/02,2019/02/17 00:00:00+00,Yes,Collision with vehicle,Sunday,No,Day,Serious injury accident,80 km/hr,No,145.1648786,-37.91924346,Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,5,4,0,3,1,1,2,3,0,2,0,0,0,0,2,No,0,2,0,2,0,0,Metro,,,,,,
2019/02,2019/02/17 00:00:00+00,No,Collision with vehicle,,Yes,Dark Street lights on,Other injury accident,50 km/hr,Yes,145.0235364,-37.61425306,Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,No,0,2,0,1,0,0,Metro,,,,,,
2019/02,2019/02/17 00:00:00+00,Yes,Collision with vehicle,Sunday,No,Dark Street lights on,Serious injury accident,60 km/hr,No,145.0025335,-37.68627356,Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,2,1,0,1,0,1,0,2,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/02,2019/02/17 00:00:00+00,No,Collision with vehicle,,Yes,Dark Street lights on,Serious injury accident,60 km/hr,No,144.9212292,-37.72130742,Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,4,2,0,2,0,1,3,1,0,2,0,0,0,0,1,No,1,2,0,2,0,0,Metro,,,,,,
2019/02,2019/02/17 00:00:00+00,No,Collision with vehicle,Sunday,No,Day,Other injury accident,80 km/hr,No,145.2790841,-38.0824725,Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,3,1,0,0,1,2,2,1,1,1,0,0,0,0,0,No,0,2,0,1,0,0,Metro,,,,,,
2019/02,2019/02/17 00:00:00+00,No,Collision with vehicle,Sunday,No,Day,Other injury accident,80 km/hr,No,145.2825039,-37.97801793,Non-Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2,2,0,0,2,0,2,0,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/02,2019/02/17 00:00:00+00,No,Collision with a fixed object,Sunday,No,Day,Serious injury accident,40 km/hr,Yes,144.1251931,-37.29866214,Non-Intersection,HEPBURN,WESTERN REGION,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,Country,,,,,,
2019/02,2019/02/17 00:00:00+00,No,Collision with vehicle,,No,Day,Other injury accident,60 km/hr,No,145.0945571,-37.85607285,Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,0,2,0,0,0,1,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/02,2019/02/17 00:00:00+00,Yes,Collision with a fixed object,Sunday,No,Dusk/Dawn,Serious injury accident,100 km/hr,Yes,145.1862135,-36.42045562,Non-Intersection,SHEPPARTON,NORTH EASTERN REGION,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,No,0,1,0,1,0,0,Country,,,,,,
2019/02,2019/02/17 00:00:00+00,Yes,Collision with vehicle,Sunday,No,Day,Other injury accident,60 km/hr,No,144.2804105,-36.78400014,Intersection,BENDIGO,NORTHERN REGION,3,2,0,0,2,1,0,3,0,2,0,0,0,0,1,No,0,2,0,2,0,0,Country,,,,,,
2019/02,2019/02/17 00:00:00+00,No,Collision with a fixed object,Sunday,No,Day,Serious injury accident,60 km/hr,Yes,145.0856336,-37.90604526,Non-Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,3,2,0,1,1,1,0,3,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Metro,,,,,,
2019/02,2019/02/17 00:00:00+00,No,Collision with a fixed object,,No,Dark Street lights on,Other injury accident,100 km/hr,Yes,145.1362615,-37.89358104,Non-Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,No,0,1,0,1,0,0,Metro,,,,,,
2019/02,2019/02/17 00:00:00+00,Yes,Collision with a fixed object,Sunday,No,Dark No street lights,Fatal accident,100 km/hr,Yes,143.6812847,-37.84272015,Off Road,GOLDEN PLAINS,SOUTH WESTERN REGION,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,Yes,1,1,0,1,0,0,Country,,,,,,
2019/02,2019/02/17 00:00:00+00,No,Collision with vehicle,,No,Day,Other injury accident,100 km/hr,No,145.5246046,-37.80325178,Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,7,1,0,0,1,6,5,2,0,1,0,0,0,0,0,No,0,4,0,1,3,0,Metro,,,,,,
2019/02,2019/02/17 00:00:00+00,No,Struck Pedestrian,,No,Day,Other injury accident,60 km/hr,No,145.4022051,-36.36663123,Intersection,SHEPPARTON,NORTH EASTERN REGION,2,1,0,0,1,1,2,0,0,1,0,0,0,0,1,No,0,1,0,1,0,0,Country,,,,,,
2019/02,2019/02/17 00:00:00+00,No,Collision with a fixed object,,No,Day,Serious injury accident,Camping grounds or off road,No,145.3800938,-37.7307925,Off Road,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,2,2,0,1,1,0,1,1,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Metro,,,,,,
2019/02,2019/02/17 00:00:00+00,No,Collision with a fixed object,,No,Day,Other injury accident,Camping grounds or off road,No,145.2505794,-37.85683588,Off Road,KNOX,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Metro,,,,,,
2019/02,2019/02/17 00:00:00+00,Yes,Struck animal,Sunday,No,Day,Serious injury accident,100 km/hr,No,141.1575373,-37.72074923,Non-Intersection,GLENELG,SOUTH WESTERN REGION,2,2,0,2,0,0,1,1,0,0,1,0,0,0,0,No,0,1,0,0,1,0,Country,,,,,,
2019/02,2019/02/17 00:00:00+00,Yes,Collision with vehicle,Sunday,Yes,Dark Street lights on,Serious injury accident,50 km/hr,No,144.700104,-37.8778839,Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,3,1,0,1,0,0,2,0,1,0,0,0,0,0,0,No,0,2,0,0,0,0,Metro,,,,,,
2019/02,2019/02/17 00:00:00+00,No,Fall from or in moving vehicle,Sunday,No,Day,Other injury accident,80 km/hr,No,147.2692811,-37.07837227,Off Road,ALPINE,NORTH EASTERN REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,Country,,,,,,
2019/02,2019/02/17 00:00:00+00,No,Collision with a fixed object,Sunday,No,Day,Serious injury accident,60 km/hr,Yes,145.0286018,-37.69347316,Off Road,WHITTLESEA,METROPOLITAN NORTH WEST REGION,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,No,0,1,0,1,0,0,Metro,,,,,,
2019/02,2019/02/17 00:00:00+00,No,Struck animal,,No,Dark No street lights,Other injury accident,100 km/hr,No,145.6730909,-35.94444269,Non-Intersection,MOIRA,NORTH EASTERN REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,Country,,,,,,
2019/02,2019/02/17 00:00:00+00,No,Fall from or in moving vehicle,,No,Day,Serious injury accident,80 km/hr,No,145.6774236,-37.83775808,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,2,1,0,1,0,1,1,1,0,1,0,0,0,0,0,No,0,1,0,0,0,0,Metro,,,,,,
2019/02,2019/02/17 00:00:00+00,No,Collision with vehicle,Sunday,No,Day,Fatal accident,80 km/hr,No,145.2358418,-37.91294537,Non-Intersection,KNOX,METROPOLITAN SOUTH EAST REGION,6,6,1,3,2,0,3,3,0,2,0,0,0,0,1,No,0,2,0,2,0,0,Metro,,,,,,
2019/02,2019/02/17 00:00:00+00,Yes,Collision with a fixed object,Sunday,No,Day,Serious injury accident,50 km/hr,Yes,144.774103,-37.8769387,Non-Intersection,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,4,2,0,1,1,2,2,2,0,1,0,0,0,0,0,No,0,4,0,4,0,0,Metro,,,,,,
2019/02,2019/02/17 00:00:00+00,Yes,Collision with a fixed object,Sunday,Yes,Dark Street lights on,Other injury accident,60 km/hr,Yes,143.8842751,-37.65012923,Off Road,BALLARAT,WESTERN REGION,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,No,0,1,0,1,0,0,Country,,,,,,
2019/02,2019/02/17 00:00:00+00,No,Collision with vehicle,Sunday,No,Day,Other injury accident,60 km/hr,No,145.0009467,-37.94600175,Intersection,BAYSIDE,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,2,0,1,1,0,0,0,0,0,No,0,2,0,1,0,0,Metro,,,,,,
2019/02,2019/02/17 00:00:00+00,No,Collision with a fixed object,Sunday,No,Day,Other injury accident,50 km/hr,Yes,145.0929852,-37.89502482,Non-Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,Metro,,,,,,
2019/02,2019/02/17 00:00:00+00,No,Collision with a fixed object,Sunday,No,Day,Serious injury accident,60 km/hr,No,145.3400901,-37.98314489,Non-Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,Yes,0,1,0,1,0,0,Metro,,,,,,
2019/02,2019/02/17 00:00:00+00,Yes,Collision with a fixed object,Sunday,No,Day,Other injury accident,40 km/hr,Yes,145.0546536,-38.22458753,Non-Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,Yes,0,1,0,1,0,0,Metro,,,,,,
2019/02,2019/02/17 00:00:00+00,Yes,Collision with vehicle,Sunday,No,Dusk/Dawn,Serious injury accident,80 km/hr,No,145.2414776,-37.85721778,Intersection,KNOX,METROPOLITAN SOUTH EAST REGION,2,1,0,1,0,1,1,1,0,2,0,0,0,0,0,No,0,2,1,1,0,0,Metro,,,,,,
2019/02,2019/02/17 00:00:00+00,Yes,collision with some other object,Sunday,No,Day,Serious injury accident,110 km/hr,No,143.1340335,-37.34725848,Non-Intersection,ARARAT,WESTERN REGION,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,No,0,1,0,1,0,0,Country,,,,,,
2019/02,2019/02/18 00:00:00+00,No,Collision with a fixed object,Monday,Yes,Day,Serious injury accident,50 km/hr,Yes,144.6250629,-38.26209713,Non-Intersection,QUEENSCLIFFE,SOUTH WESTERN REGION,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,No,0,1,0,1,0,0,Country,,,,,,
2019/02,2019/02/18 00:00:00+00,No,Collision with vehicle,Monday,No,Day,Serious injury accident,80 km/hr,No,145.2350467,-37.90229924,Intersection,KNOX,METROPOLITAN SOUTH EAST REGION,3,2,0,1,1,1,1,2,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/02,2019/02/18 00:00:00+00,No,Collision with vehicle,Monday,No,Day,Other injury accident,50 km/hr,No,144.9683938,-37.79721332,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,1,1,0,0,0,0,0,No,0,2,0,1,0,0,Metro,,,,,,
2019/02,2019/02/18 00:00:00+00,Yes,Collision with a fixed object,Monday,No,Dark Street lights on,Serious injury accident,60 km/hr,Yes,142.0267061,-37.73220729,Intersection,SOUTHERN GRAMPIANS,SOUTH WESTERN REGION,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,No,0,1,0,1,0,0,Country,,,,,,
2019/02,2019/02/18 00:00:00+00,No,Collision with vehicle,Monday,No,Day,Other injury accident,40 km/hr,No,145.00593,-37.90592805,Non-Intersection,BAYSIDE,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,1,1,0,0,0,0,1,No,0,2,0,1,0,0,Metro,,,,,,
2019/02,2019/02/18 00:00:00+00,No,Collision with vehicle,Monday,No,Day,Other injury accident,60 km/hr,No,143.8505897,-37.56023162,Non-Intersection,BALLARAT,WESTERN REGION,3,2,0,0,2,1,2,1,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Country,,,,,,
2019/02,2019/02/18 00:00:00+00,No,Collision with vehicle,Monday,No,Day,Serious injury accident,60 km/hr,No,144.925692,-37.76264056,Intersection,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,3,2,0,2,0,1,2,1,0,2,0,0,0,1,0,No,0,2,1,1,0,0,Metro,,,,,,
