MONTH,ACCIDENT_DATE,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,HIT_RUN_FLAG,LIGHT_CONDITION,SEVERITY,SPEED_ZONE,RUN_OFFROAD,LONGITUDE,LATITUDE,NODE_TYPE,LGA_NAME,REGION_NAME,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,DRIVER,MOTORIST,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,STAT_DIV_NAME,MONTH,MONTH_COUNT,MONTH_ALC,MONTH_NALC,DAY,DAY_COUNT
2019/05,2019/05/03 00:00:00+00,Yes,Collision with vehicle,Friday,No,Dark Street lights off,Other injury accident,50 km/hr,No,144.9298733,-37.6972805,Non-Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/05,2019/05/03 00:00:00+00,No,Collision with vehicle,Friday,No,Day,Serious injury accident,60 km/hr,No,145.2157058,-37.99233483,Non-Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,7,2,0,1,1,5,4,3,0,4,0,0,0,0,0,No,0,4,0,4,0,0,Metro,,,,,,
2019/05,2019/05/03 00:00:00+00,No,Struck Pedestrian,Thursday,No,Day,Other injury accident,Not known,No,144.9121459,-37.83248222,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,0,0,0,0,0,0,0,No,0,1,0,0,0,0,Metro,,,,,,
2019/05,2019/05/03 00:00:00+00,No,Collision with vehicle,Friday,No,Day,Other injury accident,80 km/hr,No,145.2262319,-37.95677796,Non-Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,0,1,0,1,0,0,0,0,0,No,0,2,0,1,0,0,Metro,,,,,,
2019/05,2019/05/03 00:00:00+00,No,Vehicle overturned (no collision),Friday,No,Day,Other injury accident,80 km/hr,Yes,143.2343625,-37.94737496,Non-Intersection,CORANGAMITE,SOUTH WESTERN REGION,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,No,0,1,1,0,0,0,Country,,,,,,
2019/05,2019/05/03 00:00:00+00,No,Struck Pedestrian,Friday,No,Day,Other injury accident,60 km/hr,No,144.9533509,-37.83163752,Non-Intersection,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,Metro,,,,,,
2019/05,2019/05/03 00:00:00+00,No,No collision and no object struck,Friday,No,Day,Other injury accident,60 km/hr,Yes,145.4196266,-36.36759627,Intersection,SHEPPARTON,NORTH EASTERN REGION,2,1,0,0,1,1,1,1,0,2,0,0,0,0,1,No,0,2,0,2,0,0,Country,,,,,,
2019/05,2019/05/03 00:00:00+00,Yes,Fall from or in moving vehicle,Friday,No,Dark Street lights unknown,Other injury accident,60 km/hr,No,145.0144306,-37.7312037,Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,Metro,,,,,,
2019/05,2019/05/03 00:00:00+00,Yes,Collision with vehicle,Friday,No,Day,Other injury accident,60 km/hr,No,144.9564133,-37.85153443,Intersection,PORT PHILLIP,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,1,1,0,0,0,1,0,No,0,2,0,1,0,0,Metro,,,,,,
2019/05,2019/05/03 00:00:00+00,No,Collision with vehicle,Thursday,No,Day,Other injury accident,50 km/hr,No,144.7054609,-37.87990977,Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,0,2,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/05,2019/05/03 00:00:00+00,No,Collision with vehicle,Thursday,No,Day,Other injury accident,50 km/hr,No,145.0819699,-37.78715302,Intersection,BOROONDARA,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,0,2,0,0,0,1,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/05,2019/05/03 00:00:00+00,No,Collision with vehicle,Friday,Yes,Day,Other injury accident,80 km/hr,No,145.2780483,-37.98147581,Non-Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,0,1,1,0,0,1,0,No,0,2,0,1,1,0,Metro,,,,,,
2019/05,2019/05/03 00:00:00+00,No,Collision with vehicle,Thursday,No,Dusk/Dawn,Other injury accident,80 km/hr,No,144.7681365,-37.63507113,Non-Intersection,HUME,METROPOLITAN NORTH WEST REGION,5,1,0,0,1,4,3,2,0,3,0,0,0,0,0,No,0,3,0,3,0,0,Metro,,,,,,
2019/05,2019/05/03 00:00:00+00,No,Collision with vehicle,Thursday,No,Dusk/Dawn,Other injury accident,100 km/hr,No,143.9568556,-37.28467804,Intersection,HEPBURN,WESTERN REGION,2,1,0,0,1,1,2,0,0,2,0,0,0,0,1,No,0,2,0,1,0,0,Country,,,,,,
2019/05,2019/05/03 00:00:00+00,No,Collision with vehicle,Thursday,No,Day,Other injury accident,60 km/hr,No,145.0055566,-37.82657687,Non-Intersection,YARRA,METROPOLITAN NORTH WEST REGION,2,2,0,0,2,0,0,2,1,1,0,0,1,0,0,No,0,2,0,1,0,0,Metro,,,,,,
2019/05,2019/05/03 00:00:00+00,No,Collision with vehicle,Thursday,No,Day,Other injury accident,50 km/hr,No,145.0289817,-37.69738955,Non-Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/05,2019/05/03 00:00:00+00,Yes,Collision with vehicle,Friday,No,Dark Street lights on,Other injury accident,100 km/hr,No,145.2489622,-37.98569472,Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,3,2,0,0,2,1,2,1,0,3,0,0,0,0,1,No,0,3,0,3,0,0,Metro,,,,,,
2019/05,2019/05/03 00:00:00+00,No,Collision with vehicle,Thursday,No,Day,Other injury accident,50 km/hr,No,144.6739818,-37.89131777,Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,4,1,0,0,1,3,2,2,0,3,0,0,0,0,1,No,0,3,0,3,0,0,Metro,,,,,,
2019/05,2019/05/03 00:00:00+00,Yes,Collision with a fixed object,Thursday,No,Dark Street lights on,Serious injury accident,Other speed limit,No,145.0213648,-37.6534747,Off Road,WHITTLESEA,METROPOLITAN NORTH WEST REGION,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,No,0,1,0,0,0,0,Metro,,,,,,
2019/05,2019/05/03 00:00:00+00,No,Collision with vehicle,Thursday,No,Day,Other injury accident,60 km/hr,No,145.0229327,-37.82119811,Non-Intersection,BOROONDARA,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,2,0,1,1,0,0,0,0,1,No,0,2,0,1,0,0,Metro,,,,,,
2019/05,2019/05/03 00:00:00+00,Yes,Struck Pedestrian,Friday,No,Dark Street lights on,Other injury accident,60 km/hr,No,144.7973503,-37.72805286,Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Metro,,,,,,
2019/05,2019/05/03 00:00:00+00,Yes,Struck Pedestrian,Friday,No,Dark Street lights on,Serious injury accident,80 km/hr,No,145.1448321,-37.99070796,Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2,1,0,1,0,1,2,0,0,1,0,0,0,0,1,No,0,1,0,1,0,0,Metro,,,,,,
2019/05,2019/05/03 00:00:00+00,No,Collision with a fixed object,Thursday,No,Day,Other injury accident,Not known,No,146.0261471,-37.49524099,Off Road,MURRINDINDI,NORTH EASTERN REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,Country,,,,,,
2019/05,2019/05/04 00:00:00+00,Yes,Collision with a fixed object,Friday,No,Dark Street lights on,Other injury accident,50 km/hr,Yes,145.2650647,-38.11158676,Non-Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Metro,,,,,,
2019/05,2019/05/04 00:00:00+00,No,Collision with vehicle,Friday,No,Day,Serious injury accident,60 km/hr,No,144.9225678,-37.76350633,Non-Intersection,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,2,1,0,1,0,1,1,1,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/05,2019/05/04 00:00:00+00,No,Collision with vehicle,Saturday,No,Day,Serious injury accident,60 km/hr,No,145.0567664,-37.84604973,Intersection,BOROONDARA,METROPOLITAN SOUTH EAST REGION,5,2,0,1,1,3,3,2,0,3,0,0,0,0,1,No,0,3,0,3,0,0,Metro,,,,,,
2019/05,2019/05/04 00:00:00+00,Yes,Collision with vehicle,Saturday,Yes,Dark Street lights on,Other injury accident,60 km/hr,Yes,145.1098695,-37.91060093,Non-Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,0,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/05,2019/05/04 00:00:00+00,Yes,Collision with vehicle,Saturday,Yes,Day,Other injury accident,60 km/hr,No,145.221031,-37.98362204,Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/05,2019/05/04 00:00:00+00,Yes,Collision with a fixed object,Saturday,No,Dusk/Dawn,Other injury accident,80 km/hr,Yes,145.2260136,-37.70135416,Non-Intersection,NILLUMBIK,METROPOLITAN NORTH WEST REGION,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Metro,,,,,,
2019/05,2019/05/04 00:00:00+00,Yes,Struck Pedestrian,Saturday,Yes,Day,Other injury accident,50 km/hr,No,144.9576261,-37.82040938,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,1,1,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Metro,,,,,,
2019/05,2019/05/04 00:00:00+00,Yes,Collision with vehicle,Friday,No,Dark Street lights on,Serious injury accident,Not known,No,144.9484855,-37.81846982,Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2,1,0,1,0,1,2,0,0,2,0,0,0,0,1,No,1,2,1,1,0,0,Metro,,,,,,
2019/05,2019/05/04 00:00:00+00,No,Collision with vehicle,Saturday,No,Day,Other injury accident,60 km/hr,No,145.1210126,-38.14290916,Intersection,FRANKSTON,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,1,1,0,0,0,0,0,No,0,2,0,1,0,0,Metro,,,,,,
2019/05,2019/05/04 00:00:00+00,No,Collision with vehicle,Saturday,No,Day,Serious injury accident,100 km/hr,No,143.3611708,-37.42785685,Non-Intersection,PYRENEES,WESTERN REGION,2,1,0,1,0,1,1,1,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Country,,,,,,
2019/05,2019/05/04 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Dark Street lights on,Other injury accident,50 km/hr,No,144.9302458,-37.79444367,Non-Intersection,MELBOURNE,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,1,1,0,0,0,0,0,No,0,2,0,1,0,0,Metro,,,,,,
2019/05,2019/05/04 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Dark No street lights,Serious injury accident,60 km/hr,Yes,144.6873732,-37.90993537,Non-Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,6,3,0,1,2,3,3,3,0,4,0,0,0,0,0,No,0,4,1,3,0,0,Metro,,,,,,
2019/05,2019/05/04 00:00:00+00,Yes,Collision with a fixed object,Saturday,No,Dark Street lights on,Serious injury accident,80 km/hr,Yes,145.2082228,-38.05022532,Non-Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Metro,,,,,,
2019/05,2019/05/04 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Day,Fatal accident,100 km/hr,No,145.44691,-38.52542195,Non-Intersection,BASS COAST,EASTERN REGION,3,3,1,1,1,0,3,0,0,2,0,0,0,0,1,No,0,2,1,1,0,0,Country,,,,,,
2019/05,2019/05/04 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Dusk/Dawn,Serious injury accident,60 km/hr,No,145.1408891,-37.80746894,Intersection,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,3,2,0,1,1,1,2,1,0,2,0,0,0,0,1,No,0,2,0,2,0,0,Metro,,,,,,
2019/05,2019/05/04 00:00:00+00,Yes,Collision with a fixed object,Friday,No,Dark No street lights,Other injury accident,40 km/hr,Yes,145.001625,-37.7442889,Non-Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,0,1,0,0,0,0,1,No,0,1,0,1,0,0,Metro,,,,,,
2019/05,2019/05/04 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Dark No street lights,Other injury accident,80 km/hr,No,145.9505324,-38.03496876,Non-Intersection,BAW BAW,EASTERN REGION,3,2,0,0,2,1,2,1,0,2,0,0,0,0,1,No,0,2,0,1,0,0,Country,,,,,,
2019/05,2019/05/04 00:00:00+00,No,No collision and no object struck,Friday,No,Day,Other injury accident,80 km/hr,No,146.9972436,-36.66953144,Non-Intersection,ALPINE,NORTH EASTERN REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,Country,,,,,,
2019/05,2019/05/04 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Unk.,Serious injury accident,60 km/hr,No,145.2916342,-37.79056817,Intersection,MAROONDAH,METROPOLITAN SOUTH EAST REGION,3,2,0,1,1,1,2,1,0,2,0,0,0,0,1,No,0,2,0,2,0,0,Metro,,,,,,
2019/05,2019/05/04 00:00:00+00,No,Vehicle overturned (no collision),Friday,No,Day,Serious injury accident,100 km/hr,No,143.3053039,-38.32925314,Intersection,CORANGAMITE,SOUTH WESTERN REGION,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Country,,,,,,
2019/05,2019/05/04 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Dark Street lights on,Serious injury accident,50 km/hr,No,146.9641114,-36.73090732,Intersection,ALPINE,NORTH EASTERN REGION,2,1,0,1,0,1,1,1,1,1,0,0,0,0,0,Yes,0,2,0,1,0,0,Country,,,,,,
2019/05,2019/05/04 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Dark Street lights on,Other injury accident,60 km/hr,No,144.9991016,-37.73967888,Non-Intersection,DAREBIN,METROPOLITAN NORTH WEST REGION,3,1,0,0,1,1,1,1,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/05,2019/05/04 00:00:00+00,Yes,Collision with a fixed object,Saturday,No,Dark No street lights,Other injury accident,100 km/hr,Yes,145.7744126,-38.09726438,Non-Intersection,BAW BAW,EASTERN REGION,2,2,0,0,2,0,1,1,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Country,,,,,,
2019/05,2019/05/04 00:00:00+00,No,Collision with vehicle,Saturday,No,Day,Other injury accident,50 km/hr,No,145.0715804,-37.95448473,Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/05,2019/05/04 00:00:00+00,No,Collision with vehicle,Saturday,No,Day,Serious injury accident,70 km/hr,No,145.1446792,-37.67465782,Non-Intersection,NILLUMBIK,METROPOLITAN NORTH WEST REGION,2,2,0,2,0,0,1,1,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/05,2019/05/04 00:00:00+00,Yes,Collision with a fixed object,Saturday,No,Dark Street lights on,Serious injury accident,80 km/hr,Yes,144.8399821,-37.81927297,Non-Intersection,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,2,1,0,1,0,1,1,1,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/05,2019/05/04 00:00:00+00,No,Collision with vehicle,Saturday,No,Day,Other injury accident,100 km/hr,No,145.2064013,-37.59999854,Non-Intersection,NILLUMBIK,METROPOLITAN NORTH WEST REGION,4,3,0,0,3,1,1,3,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/05,2019/05/04 00:00:00+00,No,Collision with a fixed object,Friday,No,Day,Other injury accident,50 km/hr,Yes,145.3847377,-38.05041722,Non-Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,Yes,0,1,0,1,0,0,Metro,,,,,,
2019/05,2019/05/04 00:00:00+00,Yes,Vehicle overturned (no collision),Saturday,No,Dusk/Dawn,Serious injury accident,Camping grounds or off road,No,143.9110574,-37.3988021,Off Road,HEPBURN,WESTERN REGION,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,Yes,0,1,0,0,1,0,Country,,,,,,
2019/05,2019/05/04 00:00:00+00,No,Collision with vehicle,Saturday,No,Day,Other injury accident,60 km/hr,No,144.3911153,-38.18138023,Non-Intersection,GEELONG,SOUTH WESTERN REGION,5,3,0,0,3,1,2,2,0,3,0,0,0,0,2,No,0,4,0,3,0,0,Country,,,,,,
2019/05,2019/05/04 00:00:00+00,No,Collision with vehicle,Saturday,No,Day,Serious injury accident,60 km/hr,No,145.1342753,-37.84151594,Intersection,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,4,4,0,1,3,0,1,3,0,3,0,0,0,0,0,No,0,3,0,3,0,0,Metro,,,,,,
2019/05,2019/05/04 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Day,Serious injury accident,50 km/hr,No,145.1918354,-37.94540421,Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,3,2,0,1,1,1,2,1,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/05,2019/05/04 00:00:00+00,Yes,Struck Pedestrian,Saturday,No,Day,Serious injury accident,70 km/hr,No,144.3503851,-38.15924972,Intersection,GEELONG,SOUTH WESTERN REGION,2,1,0,1,0,1,1,1,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Country,,,,,,
2019/05,2019/05/04 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Day,Other injury accident,70 km/hr,No,144.3163552,-38.19831187,Non-Intersection,GEELONG,SOUTH WESTERN REGION,6,1,0,0,1,5,3,3,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Country,,,,,,
2019/05,2019/05/04 00:00:00+00,Yes,Collision with a fixed object,Saturday,No,Day,Other injury accident,80 km/hr,Yes,145.4462482,-37.81082517,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,0,0,1,0,1,0,0,0,0,1,No,0,2,0,1,0,0,Metro,,,,,,
2019/05,2019/05/04 00:00:00+00,No,collision with some other object,Saturday,No,Day,Other injury accident,Not known,No,146.0999785,-37.48663148,Non-Intersection,MURRINDINDI,NORTH EASTERN REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,Country,,,,,,
2019/05,2019/05/04 00:00:00+00,No,Collision with a fixed object,Saturday,No,Day,Other injury accident,80 km/hr,Yes,144.5097063,-38.2093877,Non-Intersection,GEELONG,SOUTH WESTERN REGION,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,No,0,1,0,1,0,0,Country,,,,,,
2019/05,2019/05/04 00:00:00+00,No,collision with some other object,Saturday,No,Day,Serious injury accident,60 km/hr,No,144.8454929,-37.70006678,Non-Intersection,HUME,METROPOLITAN NORTH WEST REGION,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,Metro,,,,,,
2019/05,2019/05/04 00:00:00+00,No,Collision with vehicle,Saturday,Yes,Unk.,Other injury accident,60 km/hr,No,145.1715965,-37.88969756,Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,No,0,2,0,1,0,0,Metro,,,,,,
2019/05,2019/05/04 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Dark Street lights unknown,Other injury accident,80 km/hr,No,145.0811225,-37.99020228,Non-Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,3,1,0,0,1,2,2,1,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/05,2019/05/04 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Dark No street lights,Fatal accident,100 km/hr,No,145.4981806,-36.41057569,Non-Intersection,SHEPPARTON,NORTH EASTERN REGION,2,2,1,0,1,0,2,0,0,0,1,0,0,0,0,No,0,2,0,0,1,0,Country,,,,,,
2019/05,2019/05/04 00:00:00+00,No,Struck Pedestrian,Friday,No,Day,Serious injury accident,50 km/hr,No,144.7546995,-36.14943938,Non-Intersection,CAMPASPE,NORTHERN REGION,2,2,0,2,0,0,1,1,0,1,0,0,0,1,0,No,0,1,0,1,0,0,Country,,,,,,
2019/05,2019/05/04 00:00:00+00,Yes,Collision with vehicle,Saturday,No,Day,Other injury accident,50 km/hr,No,146.8838119,-36.12596649,Intersection,WODONGA,NORTH EASTERN REGION,4,2,0,0,2,2,2,2,0,2,0,0,0,0,1,No,0,2,1,1,0,0,Country,,,,,,
2019/05,2019/05/04 00:00:00+00,No,Collision with a fixed object,Saturday,No,Day,Fatal accident,80 km/hr,Yes,147.7174624,-35.99245704,Non-Intersection,TOWONG,NORTH EASTERN REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,Country,,,,,,
2019/05,2019/05/05 00:00:00+00,No,Vehicle overturned (no collision),,No,Day,Serious injury accident,Not known,No,146.62669,-38.64591,Off Road,WELLINGTON,EASTERN REGION,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,Country,,,,,,
2019/05,2019/05/05 00:00:00+00,No,Collision with vehicle,Sunday,No,Day,Serious injury accident,Camping grounds or off road,No,143.8220734,-37.53431666,Off Road,BALLARAT,WESTERN REGION,2,1,0,1,0,1,1,1,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Country,,,,,,
2019/05,2019/05/05 00:00:00+00,No,Collision with a fixed object,Sunday,No,Day,Serious injury accident,60 km/hr,Yes,145.2491727,-37.8254816,Non-Intersection,MAROONDAH,METROPOLITAN SOUTH EAST REGION,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,No,0,1,0,1,0,0,Metro,,,,,,
2019/05,2019/05/05 00:00:00+00,Yes,Struck Pedestrian,Sunday,No,Dark Street lights on,Other injury accident,60 km/hr,No,144.9829642,-37.78426509,Non-Intersection,YARRA,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Metro,,,,,,
2019/05,2019/05/05 00:00:00+00,Yes,Collision with vehicle,Sunday,No,Dark Street lights on,Serious injury accident,60 km/hr,No,144.7484599,-37.87773487,Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,4,4,0,2,2,0,0,4,0,2,0,0,0,0,1,No,0,2,0,2,0,0,Metro,,,,,,
2019/05,2019/05/05 00:00:00+00,Yes,Collision with vehicle,Sunday,Yes,Dark Street lights on,Serious injury accident,50 km/hr,Yes,144.3195653,-38.20312604,Intersection,GEELONG,SOUTH WESTERN REGION,3,1,0,1,0,2,1,2,0,3,0,0,0,0,1,No,0,3,0,3,0,0,Country,,,,,,
2019/05,2019/05/05 00:00:00+00,Yes,Collision with vehicle,Sunday,No,Dark Street lights on,Serious injury accident,60 km/hr,No,144.3321247,-38.1079042,Intersection,GEELONG,SOUTH WESTERN REGION,2,2,0,1,1,0,2,0,0,1,0,0,0,0,0,Yes,0,2,0,2,0,0,Country,,,,,,
2019/05,2019/05/05 00:00:00+00,No,Collision with vehicle,,No,Day,Other injury accident,60 km/hr,No,145.0140255,-37.6779065,Non-Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,2,1,0,0,1,1,2,0,0,1,1,0,0,1,0,No,0,2,0,1,1,0,Metro,,,,,,
2019/05,2019/05/05 00:00:00+00,No,Fall from or in moving vehicle,,No,Day,Other injury accident,Camping grounds or off road,No,145.8600179,-37.69833592,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,Metro,,,,,,
2019/05,2019/05/05 00:00:00+00,No,Collision with vehicle,Sunday,No,Day,Other injury accident,70 km/hr,No,145.2907114,-38.10888596,Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,1,1,0,1,1,0,0,0,1,No,0,2,0,1,1,0,Metro,,,,,,
2019/05,2019/05/05 00:00:00+00,Yes,Collision with vehicle,Sunday,No,Day,Other injury accident,80 km/hr,No,145.2254208,-37.95974274,Intersection,DANDENONG,METROPOLITAN SOUTH EAST REGION,2,1,0,0,1,1,0,2,0,2,0,0,0,0,0,No,0,2,0,2,0,0,Metro,,,,,,
2019/05,2019/05/05 00:00:00+00,No,Collision with a fixed object,Sunday,No,Day,Other injury accident,100 km/hr,Yes,144.8136245,-36.12264597,Intersection,CAMPASPE,NORTHERN REGION,3,1,0,0,1,2,2,1,0,2,0,0,0,0,1,No,0,2,0,2,0,0,Country,,,,,,
2019/05,2019/05/05 00:00:00+00,Yes,Collision with a fixed object,Sunday,No,Dark No street lights,Serious injury accident,100 km/hr,Yes,145.5794447,-38.07029288,Non-Intersection,CARDINIA,METROPOLITAN SOUTH EAST REGION,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Metro,,,,,,
2019/05,2019/05/05 00:00:00+00,Yes,Collision with vehicle,Sunday,No,Day,Serious injury accident,50 km/hr,No,145.2532929,-38.1190426,Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2,1,0,1,0,1,1,1,1,1,0,0,1,0,0,No,0,2,0,1,0,0,Metro,,,,,,
2019/05,2019/05/05 00:00:00+00,Yes,Struck Pedestrian,Sunday,Yes,Dark No street lights,Serious injury accident,60 km/hr,No,144.5541618,-38.17896755,Non-Intersection,GEELONG,SOUTH WESTERN REGION,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,No,0,1,0,1,0,0,Country,,,,,,
2019/05,2019/05/05 00:00:00+00,No,No collision and no object struck,Sunday,No,Day,Serious injury accident,Not known,No,142.0568754,-34.26821966,Non-Intersection,MILDURA,WESTERN REGION,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,No,0,1,0,0,1,0,Country,,,,,,
2019/05,2019/05/05 00:00:00+00,No,Collision with a fixed object,Sunday,No,Day,Serious injury accident,Camping grounds or off road,Yes,144.3349037,-38.16011139,Off Road,GEELONG,SOUTH WESTERN REGION,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,No,0,1,0,0,0,0,Country,,,,,,
2019/05,2019/05/05 00:00:00+00,No,Collision with vehicle,,No,Dark No street lights,Other injury accident,110 km/hr,No,144.5195204,-37.31316836,Non-Intersection,MACEDON RANGES,NORTHERN REGION,2,1,0,0,1,1,1,1,0,2,0,0,0,0,1,No,0,2,0,1,0,1,Country,,,,,,
